Transaction ID,Car ID,Customer ID,Rental Start Date,Rental End Date,Rental Duration (hours),Car Type,Rental Price ($),Payment Method
2222,819,4961,2023-09-20 13:18:21,2023-09-27 00:04:49,10,Convertible,300,Mobile Payment
2223,315,4334,2023-04-29 04:46:44,2023-05-03 08:02:53,3,Truck,75,Cash
2224,292,4498,2023-06-08 09:32:18,2023-06-09 00:41:03,15,SUV,300,Mobile Payment
2225,787,344,2023-05-14 00:50:13,2023-05-17 16:39:57,15,Truck,375,Debit Card
2226,67,552,2023-10-16 00:09:24,2023-10-20 04:01:46,3,Convertible,90,Cash
2227,580,3245,2023-01-19 03:22:44,2023-01-22 22:36:06,19,Convertible,570,Credit Card
2228,217,173,2023-10-28 06:58:22,2023-11-02 23:03:08,16,Truck,400,Cash
2229,408,3887,2023-07-01 15:20:35,2023-07-05 07:54:39,16,Convertible,480,Cash
2230,588,793,2023-01-04 20:52:25,2023-01-09 13:13:10,16,Truck,400,Cash
2231,201,51,2023-01-21 09:57:47,2023-01-27 08:11:45,22,Truck,550,Debit Card
2232,716,4493,2023-06-26 15:59:34,2023-07-03 14:18:04,22,Truck,550,Debit Card
2233,9,1704,2023-01-20 23:55:29,2023-01-24 01:31:56,1,SUV,20,Cash
2234,90,1394,2023-01-18 23:41:38,2023-01-21 22:12:07,22,Convertible,660,Cash
2235,288,4810,2023-08-11 13:27:58,2023-08-11 23:02:00,9,Convertible,270,Credit Card
2236,751,391,2023-08-30 13:09:22,2023-09-06 03:40:37,14,Convertible,420,Credit Card
2237,330,1972,2023-07-22 04:37:47,2023-07-24 13:36:20,8,Sedan,120,Debit Card
2238,128,3462,2023-07-08 14:28:46,2023-07-12 12:52:34,22,Convertible,660,Credit Card
2239,176,2052,2023-09-04 17:10:40,2023-09-06 09:16:30,16,Sedan,240,Cash
2240,558,75,2023-12-20 23:39:05,2023-12-21 13:37:32,13,SUV,260,Credit Card
2241,198,4894,2023-02-19 17:59:45,2023-02-25 11:10:26,17,Truck,425,Mobile Payment
2242,720,1792,2023-08-18 23:09:21,2023-08-19 00:34:46,1,SUV,20,Credit Card
2243,476,727,2023-01-18 09:19:36,2023-01-23 11:00:48,1,Convertible,30,Credit Card
2244,449,1297,2023-12-10 09:04:22,2023-12-16 21:37:17,12,SUV,240,Debit Card
2245,563,3863,2023-03-16 16:22:50,2023-03-22 16:27:48,0,Convertible,0,Debit Card
2246,433,3640,2023-02-13 13:33:36,2023-02-13 21:29:10,7,SUV,140,Credit Card
2247,589,1248,2023-07-30 08:53:32,2023-08-04 12:54:29,4,Sedan,60,Cash
2248,382,1356,2023-05-22 02:23:39,2023-05-27 22:01:24,19,Sedan,285,Mobile Payment
2249,387,2442,2023-04-26 02:07:49,2023-05-01 21:42:02,19,Truck,475,Debit Card
2250,94,1952,2023-12-09 08:01:07,2023-12-11 22:15:23,14,SUV,280,Cash
2251,727,2263,2023-03-25 21:00:23,2023-03-30 23:01:12,2,SUV,40,Cash
2252,773,4823,2023-05-05 16:35:25,2023-05-06 10:43:53,18,Truck,450,Cash
2253,567,415,2023-02-10 13:18:13,2023-02-14 03:57:11,14,Truck,350,Debit Card
2254,433,2953,2023-12-13 22:11:48,2023-12-16 04:12:27,6,Truck,150,Credit Card
2255,60,4141,2023-09-23 01:17:29,2023-09-26 23:00:33,21,Convertible,630,Cash
2256,414,4159,2023-06-12 19:12:48,2023-06-13 09:27:33,14,Truck,350,Credit Card
2257,856,502,2023-03-15 04:03:35,2023-03-16 00:47:18,20,Truck,500,Credit Card
2258,193,4431,2023-09-21 05:11:45,2023-09-23 20:37:28,15,Truck,375,Debit Card
2259,30,2733,2023-07-31 10:14:34,2023-08-04 11:26:54,1,Truck,25,Cash
2260,102,4198,2023-02-15 03:00:40,2023-02-20 01:49:46,22,Truck,550,Debit Card
2261,962,1138,2023-05-17 16:39:51,2023-05-20 02:53:12,10,Sedan,150,Mobile Payment
2262,382,1027,2023-05-21 07:40:15,2023-05-24 05:09:33,21,Sedan,315,Credit Card
2263,280,4776,2023-10-06 14:59:11,2023-10-11 21:52:14,6,Convertible,180,Mobile Payment
2264,177,4691,2023-11-10 10:16:55,2023-11-16 13:53:46,3,Convertible,90,Cash
2265,951,538,2023-03-17 03:39:41,2023-03-17 10:09:04,6,SUV,120,Debit Card
2266,586,411,2023-05-25 08:25:09,2023-05-30 03:36:46,19,SUV,380,Cash
2267,311,1400,2023-06-12 15:26:07,2023-06-13 08:47:08,17,Sedan,255,Mobile Payment
2268,324,2340,2023-01-16 10:55:13,2023-01-19 18:15:52,7,Convertible,210,Cash
2269,129,4268,2023-10-19 19:26:48,2023-10-24 23:58:04,4,Sedan,60,Credit Card
2270,338,3199,2023-01-27 05:46:28,2023-02-01 22:10:56,16,Convertible,480,Debit Card
2271,751,539,2023-07-27 20:20:19,2023-07-28 05:05:41,8,Sedan,120,Debit Card
2272,915,4764,2023-03-28 10:14:26,2023-03-30 22:56:29,12,Sedan,180,Credit Card
2273,488,3432,2023-05-04 20:17:00,2023-05-11 07:35:59,11,SUV,220,Debit Card
2274,46,2054,2023-03-27 22:06:04,2023-03-30 15:14:11,17,Convertible,510,Debit Card
2275,599,2837,2023-12-30 08:48:25,2024-01-02 17:49:20,9,Convertible,270,Mobile Payment
2276,232,1503,2023-10-20 07:26:36,2023-10-23 21:06:19,13,SUV,260,Credit Card
2277,360,1484,2023-08-22 11:16:18,2023-08-28 18:42:36,7,Sedan,105,Debit Card
2278,333,1099,2023-06-12 22:31:22,2023-06-19 10:02:34,11,Truck,275,Mobile Payment
2279,395,4606,2023-10-16 00:21:19,2023-10-16 08:41:08,8,Convertible,240,Credit Card
2280,622,1952,2023-01-20 05:43:47,2023-01-21 14:55:21,9,Convertible,270,Debit Card
2281,514,3686,2023-10-03 03:45:26,2023-10-08 10:59:02,7,Truck,175,Debit Card
2282,471,4821,2023-10-17 08:35:56,2023-10-22 20:13:32,11,SUV,220,Cash
2283,682,1533,2023-08-21 11:14:44,2023-08-24 12:26:07,1,Convertible,30,Cash
2284,50,2983,2023-12-23 17:35:12,2023-12-29 12:49:58,19,SUV,380,Mobile Payment
2285,257,4155,2023-05-16 08:51:25,2023-05-22 08:36:18,23,Truck,575,Cash
2286,894,2727,2023-03-13 19:55:15,2023-03-20 16:09:28,20,Truck,500,Credit Card
2287,653,4137,2023-07-04 22:46:30,2023-07-06 11:12:16,12,Sedan,180,Mobile Payment
2288,150,4736,2023-01-02 11:04:50,2023-01-07 15:08:42,4,Sedan,60,Credit Card
2289,262,3402,2023-03-18 12:25:06,2023-03-25 04:00:57,15,Convertible,450,Debit Card
2290,409,3444,2023-07-06 03:19:40,2023-07-07 20:28:07,17,Convertible,510,Mobile Payment
2291,523,1312,2023-10-03 23:20:32,2023-10-08 09:01:43,9,Convertible,270,Cash
2292,973,1052,2023-04-14 23:14:20,2023-04-20 07:55:09,8,Convertible,240,Cash
2293,950,1907,2023-02-12 11:19:41,2023-02-13 05:33:48,18,SUV,360,Cash
2294,46,4834,2023-01-08 01:31:02,2023-01-11 02:08:02,0,Sedan,0,Cash
2295,203,819,2023-11-04 17:41:26,2023-11-09 14:55:18,21,Sedan,315,Mobile Payment
2296,65,3706,2023-04-19 08:41:38,2023-04-21 11:40:55,2,Truck,50,Credit Card
2297,559,3250,2023-01-28 20:17:27,2023-01-30 11:39:38,15,Truck,375,Credit Card
2298,714,478,2023-04-15 19:03:00,2023-04-18 13:31:48,18,SUV,360,Debit Card
2299,148,2908,2023-09-23 20:06:29,2023-09-24 00:20:51,4,Convertible,120,Debit Card
2300,856,2910,2023-07-01 05:16:13,2023-07-01 22:57:23,17,Convertible,510,Credit Card
2301,767,4453,2023-10-08 07:37:25,2023-10-10 07:13:48,23,SUV,460,Mobile Payment
2302,268,141,2023-08-26 16:17:17,2023-09-02 06:46:52,14,Truck,350,Debit Card
2303,70,980,2023-08-11 23:56:54,2023-08-13 11:48:33,11,Convertible,330,Cash
2304,177,3191,2023-04-25 08:43:01,2023-05-01 13:05:53,4,Convertible,120,Cash
2305,988,2177,2023-04-07 23:09:22,2023-04-12 18:44:45,19,SUV,380,Credit Card
2306,778,4260,2023-08-19 04:43:46,2023-08-20 21:26:11,16,SUV,320,Debit Card
2307,456,148,2023-01-29 12:55:56,2023-01-30 18:06:45,5,Convertible,150,Mobile Payment
2308,115,4574,2023-06-05 14:30:18,2023-06-06 23:24:41,8,Convertible,240,Mobile Payment
2309,407,2588,2023-12-12 21:18:08,2023-12-14 07:34:12,10,SUV,200,Debit Card
2310,457,2830,2023-12-30 00:30:07,2024-01-02 07:10:29,6,Truck,150,Debit Card
2311,282,3952,2023-08-17 23:08:43,2023-08-21 03:38:26,4,Sedan,60,Mobile Payment
2312,830,134,2023-11-21 02:02:59,2023-11-26 00:17:03,22,SUV,440,Debit Card
2313,263,1841,2023-09-15 13:22:22,2023-09-22 12:46:01,23,Sedan,345,Cash
2314,489,3564,2023-08-12 02:24:48,2023-08-12 02:52:45,0,Sedan,0,Debit Card
2315,66,3966,2023-03-11 15:39:35,2023-03-16 17:27:57,1,Truck,25,Debit Card
2316,337,168,2023-06-05 20:30:27,2023-06-06 22:34:16,2,SUV,40,Cash
2317,468,1831,2023-12-07 01:41:44,2023-12-10 19:13:29,17,Convertible,510,Debit Card
2318,581,331,2023-05-15 20:06:25,2023-05-16 01:22:29,5,SUV,100,Cash
2319,21,1577,2023-05-13 21:07:15,2023-05-16 20:53:36,23,Convertible,690,Cash
2320,378,3595,2023-02-04 23:48:16,2023-02-06 18:57:00,19,Truck,475,Mobile Payment
2321,19,4285,2023-02-18 21:25:28,2023-02-22 04:42:00,7,Sedan,105,Debit Card
2322,683,3276,2023-12-09 05:11:11,2023-12-09 16:19:30,11,Convertible,330,Credit Card
2323,834,1087,2023-08-10 04:58:19,2023-08-15 22:55:46,17,Truck,425,Mobile Payment
2324,709,2717,2023-04-06 22:57:46,2023-04-09 16:58:46,18,SUV,360,Debit Card
2325,541,4497,2023-09-27 14:22:31,2023-10-02 05:15:00,14,SUV,280,Debit Card
2326,844,3987,2023-06-21 22:41:19,2023-06-23 05:39:55,6,Convertible,180,Mobile Payment
2327,161,2121,2023-01-05 19:40:57,2023-01-12 14:53:18,19,Convertible,570,Credit Card
2328,733,3834,2023-03-18 03:50:41,2023-03-20 14:38:55,10,Convertible,300,Mobile Payment
2329,92,3327,2023-01-29 00:13:01,2023-01-30 14:42:15,14,Sedan,210,Mobile Payment
2330,787,4704,2023-01-23 17:43:19,2023-01-25 22:10:20,4,SUV,80,Credit Card
2331,723,1639,2023-09-21 14:49:08,2023-09-25 01:42:30,10,Convertible,300,Debit Card
2332,427,2665,2023-10-23 23:25:29,2023-10-29 06:51:15,7,Truck,175,Mobile Payment
2333,585,1041,2023-11-25 17:10:15,2023-11-25 23:59:34,6,Convertible,180,Cash
2334,678,2780,2023-10-13 07:08:07,2023-10-13 17:24:19,10,Sedan,150,Mobile Payment
2335,643,3238,2023-07-17 03:23:21,2023-07-23 02:39:34,23,Truck,575,Cash
2336,204,4221,2023-12-17 15:44:15,2023-12-20 11:40:12,19,Truck,475,Debit Card
2337,324,1339,2023-06-12 14:15:47,2023-06-15 20:03:16,5,Sedan,75,Mobile Payment
2338,116,3984,2023-05-08 23:07:19,2023-05-10 18:17:29,19,Sedan,285,Cash
2339,168,4460,2023-02-12 02:15:19,2023-02-14 22:47:58,20,Sedan,300,Cash
2340,198,2603,2023-04-28 19:31:22,2023-05-01 07:17:46,11,Convertible,330,Credit Card
2341,327,1526,2023-05-28 11:43:43,2023-06-02 05:00:07,17,Convertible,510,Credit Card
2342,56,4599,2023-05-28 11:51:05,2023-06-04 00:55:19,13,Convertible,390,Mobile Payment
2343,661,3486,2023-10-11 09:59:41,2023-10-18 05:01:31,19,SUV,380,Debit Card
2344,533,142,2023-03-16 07:45:14,2023-03-17 13:28:16,5,Truck,125,Credit Card
2345,283,3011,2023-10-07 17:17:04,2023-10-13 19:02:04,1,Sedan,15,Debit Card
2346,405,1983,2023-12-13 15:22:17,2023-12-16 05:29:44,14,Truck,350,Debit Card
2347,64,754,2023-02-11 20:22:01,2023-02-12 16:02:18,19,Truck,475,Credit Card
2348,893,664,2023-11-26 08:04:20,2023-11-29 06:16:27,22,Sedan,330,Debit Card
2349,79,4734,2023-04-12 22:33:26,2023-04-19 10:27:35,11,SUV,220,Debit Card
2350,52,1484,2023-09-10 04:30:18,2023-09-10 07:12:37,2,SUV,40,Mobile Payment
2351,909,14,2023-11-22 15:44:01,2023-11-27 18:31:23,2,SUV,40,Debit Card
2352,332,2670,2023-09-22 10:08:55,2023-09-26 08:25:45,22,Convertible,660,Credit Card
2353,356,4838,2023-08-01 18:54:40,2023-08-02 22:59:00,4,Truck,100,Debit Card
2354,777,2996,2023-08-26 00:46:08,2023-09-01 22:06:43,21,Truck,525,Credit Card
2355,467,4946,2023-06-12 06:37:57,2023-06-14 12:32:44,5,Sedan,75,Cash
2356,183,4621,2023-08-31 17:48:14,2023-09-01 00:22:08,6,SUV,120,Credit Card
2357,441,4044,2023-12-14 09:07:13,2023-12-21 08:22:33,23,SUV,460,Credit Card
2358,878,3108,2023-02-08 03:08:56,2023-02-08 11:26:05,8,Sedan,120,Credit Card
2359,621,4023,2023-05-02 07:20:16,2023-05-04 07:10:31,23,SUV,460,Mobile Payment
2360,897,4469,2023-07-22 06:27:44,2023-07-29 06:25:55,23,SUV,460,Credit Card
2361,835,4053,2023-05-31 23:29:16,2023-06-06 05:51:36,6,SUV,120,Mobile Payment
2362,860,1915,2023-04-03 08:45:47,2023-04-08 19:34:00,10,SUV,200,Cash
2363,451,2218,2023-05-07 20:55:16,2023-05-12 19:07:20,22,Truck,550,Debit Card
2364,310,317,2023-03-31 15:31:40,2023-04-06 20:47:08,5,Convertible,150,Credit Card
2365,556,2048,2023-01-22 02:05:15,2023-01-25 01:14:20,23,SUV,460,Debit Card
2366,521,1134,2023-06-26 14:22:17,2023-07-03 02:24:54,12,Sedan,180,Cash
2367,696,4163,2023-12-09 02:47:26,2023-12-14 17:32:05,14,Convertible,420,Credit Card
2368,516,2859,2023-12-05 06:11:27,2023-12-11 06:42:49,0,Convertible,0,Credit Card
2369,868,4647,2023-03-06 11:19:22,2023-03-10 00:50:28,13,Sedan,195,Credit Card
2370,804,2276,2023-04-05 04:22:06,2023-04-10 06:17:38,1,Truck,25,Credit Card
2371,580,1141,2023-01-27 16:29:44,2023-01-29 09:13:31,16,Truck,400,Cash
2372,4,4911,2023-08-07 01:44:40,2023-08-08 09:50:56,8,SUV,160,Credit Card
2373,965,3733,2023-11-26 10:53:59,2023-11-28 07:45:06,20,Sedan,300,Mobile Payment
2374,238,3077,2023-01-31 10:56:59,2023-02-03 12:07:08,1,Truck,25,Cash
2375,119,3651,2023-10-05 16:03:12,2023-10-07 09:06:44,17,Truck,425,Cash
2376,177,3729,2023-05-24 07:49:45,2023-05-30 01:02:44,17,Convertible,510,Debit Card
2377,68,4928,2023-09-21 12:51:52,2023-09-25 04:00:09,15,Sedan,225,Credit Card
2378,931,1066,2023-08-14 13:56:34,2023-08-20 09:38:02,19,SUV,380,Debit Card
2379,856,626,2023-02-28 18:40:39,2023-03-04 06:28:28,11,Convertible,330,Mobile Payment
2380,724,75,2023-05-16 12:07:21,2023-05-21 20:37:55,8,SUV,160,Mobile Payment
2381,102,3757,2023-04-08 03:26:57,2023-04-08 22:06:00,18,Sedan,270,Mobile Payment
2382,321,1673,2023-11-17 10:54:29,2023-11-22 18:02:26,7,Convertible,210,Mobile Payment
2383,907,3335,2023-07-07 12:39:43,2023-07-13 18:32:40,5,Truck,125,Debit Card
2384,296,2618,2023-03-02 23:21:27,2023-03-08 09:20:21,9,SUV,180,Mobile Payment
2385,582,3,2023-04-17 23:09:21,2023-04-24 16:49:01,17,Truck,425,Credit Card
2386,177,1639,2023-02-05 20:28:42,2023-02-08 09:56:00,13,Convertible,390,Mobile Payment
2387,787,2226,2023-06-16 09:13:28,2023-06-19 10:58:00,1,Sedan,15,Credit Card
2388,12,2367,2023-02-23 23:07:07,2023-02-27 14:09:47,15,Sedan,225,Debit Card
2389,822,1293,2023-10-10 13:59:26,2023-10-15 05:25:48,15,Truck,375,Cash
2390,397,1641,2023-06-06 14:29:04,2023-06-09 18:27:55,3,Truck,75,Debit Card
2391,90,1744,2023-02-16 08:38:20,2023-02-19 08:13:59,23,Sedan,345,Credit Card
2392,212,1029,2023-01-31 02:22:44,2023-02-04 04:28:14,2,Truck,50,Debit Card
2393,642,2552,2023-12-22 18:25:48,2023-12-26 07:43:18,13,Truck,325,Mobile Payment
2394,160,2038,2023-05-20 20:46:56,2023-05-21 03:39:09,6,Convertible,180,Cash
2395,269,3062,2023-01-14 12:52:08,2023-01-19 13:05:18,0,Truck,0,Mobile Payment
2396,922,1643,2023-04-15 00:05:43,2023-04-17 19:09:21,19,Sedan,285,Credit Card
2397,45,71,2023-02-27 15:45:09,2023-03-01 02:05:15,10,Sedan,150,Mobile Payment
2398,68,4110,2023-10-11 22:17:16,2023-10-12 11:16:13,12,Truck,300,Mobile Payment
2399,247,1126,2023-09-06 18:32:49,2023-09-13 16:44:57,22,Sedan,330,Debit Card
2400,231,1331,2023-03-12 09:11:31,2023-03-14 15:08:24,5,Sedan,75,Cash
2401,70,4396,2023-02-09 23:27:16,2023-02-16 09:28:21,10,Truck,250,Debit Card
2402,693,1458,2023-12-07 17:42:12,2023-12-12 10:18:50,16,Convertible,480,Credit Card
2403,963,1906,2023-11-04 03:45:03,2023-11-08 22:35:37,18,Truck,450,Credit Card
2404,571,3607,2023-02-02 20:13:23,2023-02-08 19:35:43,23,SUV,460,Credit Card
2405,931,1952,2023-01-21 00:31:45,2023-01-23 06:50:21,6,Truck,150,Credit Card
2406,181,1083,2023-07-24 19:21:18,2023-07-27 17:39:17,22,Truck,550,Mobile Payment
2407,658,3154,2023-02-23 17:39:41,2023-02-28 23:54:46,6,Convertible,180,Debit Card
2408,576,425,2023-03-11 15:55:22,2023-03-18 11:41:12,19,Truck,475,Cash
2409,57,4288,2023-07-14 22:13:24,2023-07-15 22:44:34,0,Truck,0,Debit Card
2410,49,336,2023-02-09 17:29:58,2023-02-11 19:32:46,2,Convertible,60,Mobile Payment
2411,645,3732,2023-01-06 02:12:14,2023-01-12 07:54:32,5,SUV,100,Cash
2412,221,4364,2023-02-01 01:12:04,2023-02-05 19:03:38,17,Convertible,510,Credit Card
2413,345,280,2023-12-21 10:28:39,2023-12-24 19:55:39,9,SUV,180,Debit Card
2414,958,916,2023-04-21 10:59:09,2023-04-28 03:32:08,16,Convertible,480,Credit Card
2415,440,1087,2023-05-09 22:49:47,2023-05-11 00:18:37,1,Convertible,30,Cash
2416,651,2285,2023-03-13 23:26:06,2023-03-19 13:10:21,13,SUV,260,Debit Card
2417,909,255,2023-06-17 04:58:43,2023-06-20 16:56:19,11,SUV,220,Cash
2418,598,1536,2023-09-24 23:01:00,2023-09-25 13:43:22,14,Truck,350,Debit Card
2419,478,4411,2023-08-20 18:53:58,2023-08-21 13:28:10,18,Convertible,540,Credit Card
2420,840,1969,2023-04-13 17:18:15,2023-04-14 01:22:20,8,SUV,160,Credit Card
2421,703,2664,2023-02-20 03:34:53,2023-02-25 07:01:13,3,Convertible,90,Cash
2422,88,635,2023-06-07 05:15:15,2023-06-08 09:06:22,3,Truck,75,Credit Card
2423,244,4900,2023-11-06 04:28:40,2023-11-07 04:30:48,0,SUV,0,Cash
2424,519,3995,2023-01-13 14:33:26,2023-01-14 18:52:01,4,Sedan,60,Mobile Payment
2425,184,773,2023-12-26 12:08:35,2023-12-26 23:06:56,10,Sedan,150,Mobile Payment
2426,422,2506,2023-02-11 17:38:42,2023-02-15 10:07:59,16,Truck,400,Credit Card
2427,284,4645,2023-10-24 13:30:52,2023-10-30 02:55:05,13,Sedan,195,Mobile Payment
2428,395,4063,2023-03-08 14:24:09,2023-03-15 11:50:43,21,Sedan,315,Cash
2429,476,657,2023-10-14 22:14:01,2023-10-17 15:23:25,17,Convertible,510,Credit Card
2430,868,3296,2023-08-31 07:50:06,2023-09-02 12:25:15,4,Truck,100,Debit Card
2431,112,3635,2023-10-17 23:41:48,2023-10-23 10:50:55,11,Convertible,330,Debit Card
2432,485,1386,2023-07-18 22:52:41,2023-07-22 08:26:02,9,Truck,225,Debit Card
2433,843,496,2023-04-28 18:07:38,2023-04-28 19:12:05,1,SUV,20,Mobile Payment
2434,596,4969,2023-06-15 04:53:30,2023-06-20 12:46:24,7,Truck,175,Mobile Payment
2435,636,1307,2023-05-10 10:06:26,2023-05-13 20:22:10,10,SUV,200,Credit Card
2436,823,2860,2023-03-15 16:58:42,2023-03-19 10:25:15,17,Sedan,255,Mobile Payment
2437,20,2641,2023-03-28 06:31:58,2023-04-02 21:29:35,14,Sedan,210,Credit Card
2438,890,2308,2023-02-04 11:24:02,2023-02-10 08:29:15,21,Sedan,315,Mobile Payment
2439,284,446,2023-10-01 14:51:05,2023-10-05 11:40:08,20,SUV,400,Cash
2440,371,2955,2023-02-07 08:19:07,2023-02-13 13:04:30,4,SUV,80,Mobile Payment
2441,23,664,2023-12-02 02:02:32,2023-12-05 18:35:47,16,Sedan,240,Cash
2442,718,546,2023-11-26 19:30:56,2023-11-27 09:46:31,14,SUV,280,Credit Card
2443,148,2590,2023-05-19 10:42:14,2023-05-25 05:09:55,18,Convertible,540,Credit Card
2444,443,1291,2023-06-30 01:00:46,2023-07-03 06:12:16,5,Truck,125,Mobile Payment
2445,462,3907,2023-02-06 11:19:20,2023-02-12 10:45:37,23,SUV,460,Debit Card
2446,829,2932,2023-11-15 23:40:50,2023-11-21 19:50:39,20,Convertible,600,Mobile Payment
2447,815,3775,2023-02-14 11:38:25,2023-02-18 00:59:47,13,Truck,325,Credit Card
2448,635,3536,2023-04-30 17:49:51,2023-04-30 22:47:47,4,Convertible,120,Credit Card
2449,420,4942,2023-11-10 22:02:15,2023-11-17 11:06:55,13,Truck,325,Mobile Payment
2450,925,3873,2023-12-07 21:10:17,2023-12-12 10:47:19,13,SUV,260,Mobile Payment
2451,12,930,2023-06-13 14:14:54,2023-06-19 04:09:12,13,Truck,325,Credit Card
2452,852,4419,2023-12-08 22:13:56,2023-12-12 17:25:30,19,SUV,380,Mobile Payment
2453,987,3173,2023-04-01 21:17:47,2023-04-04 01:15:20,3,Convertible,90,Mobile Payment
2454,220,2194,2023-01-30 18:58:01,2023-02-01 01:13:37,6,Truck,150,Debit Card
2455,49,4937,2023-03-20 06:12:31,2023-03-25 02:51:37,20,Sedan,300,Mobile Payment
2456,650,2076,2023-11-23 16:03:49,2023-11-25 15:35:00,23,Convertible,690,Cash
2457,794,1413,2023-09-17 20:34:48,2023-09-20 10:02:33,13,Convertible,390,Debit Card
2458,611,3341,2023-03-30 21:27:41,2023-04-02 20:03:58,22,SUV,440,Debit Card
2459,278,618,2023-03-14 03:48:53,2023-03-16 00:10:47,20,SUV,400,Cash
2460,160,466,2023-11-29 00:34:52,2023-12-04 05:30:56,4,Truck,100,Mobile Payment
2461,40,353,2023-09-16 13:50:27,2023-09-21 14:28:40,0,SUV,0,Credit Card
2462,35,411,2023-07-13 10:50:46,2023-07-13 14:15:38,3,SUV,60,Mobile Payment
2463,337,3177,2023-09-30 01:39:12,2023-09-30 23:19:25,21,Convertible,630,Cash
2464,887,3018,2023-08-24 14:17:04,2023-08-25 22:53:08,8,Sedan,120,Mobile Payment
2465,318,4009,2023-01-15 06:33:31,2023-01-18 09:26:44,2,SUV,40,Cash
2466,64,2531,2023-05-28 10:23:34,2023-05-29 03:54:02,17,SUV,340,Credit Card
2467,232,792,2023-02-13 00:49:40,2023-02-13 23:55:48,23,Sedan,345,Credit Card
2468,94,888,2023-12-16 16:20:15,2023-12-19 01:06:45,8,Truck,200,Cash
2469,788,1173,2023-04-04 22:48:40,2023-04-07 05:12:51,6,SUV,120,Cash
2470,183,4504,2023-09-21 04:11:53,2023-09-26 01:25:39,21,Convertible,630,Mobile Payment
2471,728,3990,2023-01-25 21:03:31,2023-02-01 16:20:24,19,SUV,380,Cash
2472,902,4059,2023-07-28 08:14:42,2023-07-31 12:05:16,3,Truck,75,Credit Card
2473,866,4601,2023-01-07 12:36:11,2023-01-11 23:21:31,10,Convertible,300,Credit Card
2474,691,1060,2023-04-07 23:48:18,2023-04-09 03:22:06,3,Sedan,45,Debit Card
2475,755,3225,2023-06-11 18:11:01,2023-06-16 14:40:38,20,SUV,400,Mobile Payment
2476,241,1506,2023-08-20 18:19:24,2023-08-22 19:45:23,1,Truck,25,Credit Card
2477,112,4541,2023-04-10 18:38:31,2023-04-11 22:34:31,3,Truck,75,Cash
2478,809,1242,2023-06-21 11:30:21,2023-06-26 22:57:31,11,Convertible,330,Cash
2479,352,1375,2023-03-15 11:26:47,2023-03-18 10:29:06,23,Sedan,345,Mobile Payment
2480,928,1717,2023-06-15 13:04:33,2023-06-15 16:17:16,3,SUV,60,Credit Card
2481,889,4835,2023-08-22 12:41:44,2023-08-27 10:50:37,22,Truck,550,Cash
2482,383,2510,2023-10-09 04:23:11,2023-10-12 16:27:39,12,Convertible,360,Debit Card
2483,937,4785,2023-12-06 01:26:56,2023-12-06 02:10:51,0,Truck,0,Debit Card
2484,633,1705,2023-01-17 07:04:48,2023-01-21 23:59:35,16,Convertible,480,Cash
2485,277,3394,2023-06-12 15:53:19,2023-06-13 04:21:58,12,Sedan,180,Mobile Payment
2486,116,3819,2023-05-24 03:41:17,2023-05-30 09:11:05,5,Sedan,75,Mobile Payment
2487,895,4376,2023-03-08 04:36:33,2023-03-09 00:04:49,19,SUV,380,Debit Card
2488,341,2597,2023-11-06 12:33:34,2023-11-09 16:14:37,3,Sedan,45,Credit Card
2489,344,4514,2023-05-26 12:25:05,2023-05-31 14:09:51,1,Sedan,15,Debit Card
2490,31,4560,2023-12-13 16:13:23,2023-12-16 21:06:47,4,Convertible,120,Mobile Payment
2491,981,2171,2023-05-22 01:37:29,2023-05-26 10:37:48,9,Convertible,270,Mobile Payment
2492,324,1765,2023-11-19 08:35:31,2023-11-21 23:13:10,14,SUV,280,Mobile Payment
2493,130,4816,2023-02-18 02:05:14,2023-02-23 19:10:42,17,SUV,340,Mobile Payment
2494,507,1527,2023-03-30 05:17:29,2023-04-05 05:23:18,0,SUV,0,Credit Card
2495,472,583,2023-08-21 23:41:26,2023-08-24 11:42:30,12,Convertible,360,Mobile Payment
2496,524,586,2023-08-20 14:28:32,2023-08-23 04:57:44,14,Convertible,420,Mobile Payment
2497,36,1146,2023-09-11 14:21:13,2023-09-12 00:12:09,9,Sedan,135,Debit Card
2498,834,2975,2023-01-26 08:19:12,2023-01-26 19:12:12,10,SUV,200,Credit Card
2499,382,4409,2023-06-03 10:16:49,2023-06-07 21:03:26,10,Truck,250,Mobile Payment
2500,506,2515,2023-03-12 09:30:51,2023-03-18 00:19:30,14,Convertible,420,Cash
2501,873,2878,2023-05-31 02:41:28,2023-06-03 06:21:03,3,SUV,60,Cash
2502,90,2289,2023-02-18 18:59:56,2023-02-23 20:45:21,1,SUV,20,Credit Card
2503,470,535,2023-09-14 20:36:03,2023-09-18 07:30:20,10,Truck,250,Debit Card
2504,759,4709,2023-01-18 17:56:40,2023-01-21 23:47:42,5,Convertible,150,Debit Card
2505,586,3901,2023-11-07 17:33:18,2023-11-13 23:01:35,5,SUV,100,Debit Card
2506,140,2815,2023-06-04 03:35:31,2023-06-05 06:41:59,3,SUV,60,Cash
2507,738,1002,2023-07-20 04:33:12,2023-07-22 04:07:25,23,SUV,460,Mobile Payment
2508,530,3709,2023-06-30 22:20:14,2023-07-07 16:53:08,18,SUV,360,Cash
2509,93,1720,2023-07-17 18:14:14,2023-07-20 10:24:37,16,Truck,400,Cash
